file_name,0_frequency_bin,0_max_magnitude,0_min_magnitude,0_avg_magnitude,0_sd_magnitude,0_avg_difference,0_sd_difference,1_frequency_bin,1_max_magnitude,1_min_magnitude,1_avg_magnitude,1_sd_magnitude,1_avg_difference,1_sd_difference,2_frequency_bin,2_max_magnitude,2_min_magnitude,2_avg_magnitude,2_sd_magnitude,2_avg_difference,2_sd_difference,3_frequency_bin,3_max_magnitude,3_min_magnitude,3_avg_magnitude,3_sd_magnitude,3_avg_difference,3_sd_difference,4_frequency_bin,4_max_magnitude,4_min_magnitude,4_avg_magnitude,4_sd_magnitude,4_avg_difference,4_sd_difference,5_frequency_bin,5_max_magnitude,5_min_magnitude,5_avg_magnitude,5_sd_magnitude,5_avg_difference,5_sd_difference,6_frequency_bin,6_max_magnitude,6_min_magnitude,6_avg_magnitude,6_sd_magnitude,6_avg_difference,6_sd_difference,7_frequency_bin,7_max_magnitude,7_min_magnitude,7_avg_magnitude,7_sd_magnitude,7_avg_difference,7_sd_difference,8_frequency_bin,8_max_magnitude,8_min_magnitude,8_avg_magnitude,8_sd_magnitude,8_avg_difference,8_sd_difference,9_frequency_bin,9_max_magnitude,9_min_magnitude,9_avg_magnitude,9_sd_magnitude,9_avg_difference,9_sd_difference,target_frequency
A3vH.wav,20.0,148.5045623779297,2.437338352203369,15.05746841430664,27.51660919189453,-0.8068897724151611,2.0654335021972656,21.0,140.7771759033203,2.1864449977874756,12.90685749053955,23.89968490600586,-0.7658143043518066,2.215412139892578,41.0,130.00933837890625,1.2647840976715088,11.73232650756836,23.17090606689453,-0.718333899974823,1.8158464431762695,61.0,69.17096710205078,2.0542969703674316,8.461645126342773,9.78506851196289,-0.363376647233963,1.2894879579544067,40.0,87.45065307617188,0.8311489224433899,8.057120323181152,15.852062225341797,-0.4820902645587921,1.2211053371429443,102.0,34.62057876586914,1.0132355690002441,6.237284183502197,5.8868632316589355,-0.1799674928188324,0.7438251376152039,62.0,45.4604377746582,1.0677553415298462,5.48191499710083,6.569462299346924,-0.2354414314031601,0.8275388479232788,103.0,24.728227615356445,0.8992199301719666,4.140175819396973,3.9052422046661377,-0.12705691158771515,0.5090333223342896,42.0,49.370750427246094,0.43921566009521484,4.136603355407715,8.23989200592041,-0.2710880935192108,0.8130509853363037,19.0,41.16807556152344,0.46183496713638306,3.958932876586914,7.249686241149902,-0.2173234522342682,0.782798171043396,220.0
A3vL.wav,20.0,194.74354553222656,3.8876395225524902,15.691887855529785,29.207901000976562,-0.69655442237854,2.289010524749756,21.0,177.56307983398438,3.694890022277832,13.23727798461914,24.775075912475586,-0.6345553994178772,2.2152862548828125,41.0,115.6116714477539,0.932819664478302,8.4407320022583,17.32453727722168,-0.41689595580101013,1.3216029405593872,61.0,42.28742218017578,0.36448943614959717,6.309499263763428,7.341060161590576,-0.1470135599374771,0.7229925394058228,40.0,77.28996276855469,0.5351046919822693,5.787008285522461,11.648171424865723,-0.2773437798023224,1.1273314952850342,19.0,56.51561737060547,0.48727309703826904,4.210859775543213,7.908120632171631,-0.1767713725566864,1.2457271814346313,62.0,30.090869903564453,0.15766292810440063,4.049732685089111,4.8620758056640625,-0.10354381799697876,0.506244421005249,102.0,11.501008987426758,0.4696175754070282,3.1527891159057617,3.188505172729492,-0.034242887049913406,0.13771237432956696,42.0,44.77116775512695,0.33413276076316833,2.980147123336792,6.286816120147705,-0.16008277237415314,0.601372241973877,60.0,14.541306495666504,0.17749856412410736,2.422769069671631,2.727360486984253,-0.047500357031822205,0.32937440276145935,220.0
A4vH.wav,41.0,256.1282958984375,0.0025034896098077297,11.928999900817871,38.65582275390625,-2.06553053855896,6.95777702331543,40.0,172.24169921875,0.002190381521359086,7.983206748962402,25.7557430267334,-1.3890283107757568,4.76187801361084,82.0,76.3448486328125,0.004515457432717085,6.807074069976807,14.351043701171875,-0.5583926439285278,1.817433476448059,81.0,66.43901062011719,0.003985004965215921,5.270257472991943,11.617244720458984,-0.5266164541244507,1.6838113069534302,42.0,96.28268432617188,0.0015330234309658408,4.427761554718018,14.275972366333008,-0.7764608860015869,2.8563759326934814,123.0,45.28034591674805,0.0016058455221354961,2.4905636310577393,6.576437950134277,-0.3651511073112488,1.310452938079834,122.0,40.29710006713867,0.001428648130968213,2.264253616333008,5.847021579742432,-0.32496511936187744,1.1845424175262451,83.0,22.819244384765625,0.002773845102638006,2.144463062286377,4.460599899291992,-0.16148681938648224,0.5434702038764954,164.0,22.71811294555664,0.000497522356454283,1.7701793909072876,3.6709320545196533,-0.18320658802986145,0.5788562893867493,163.0,14.364262580871582,0.00040123792132362723,1.1187105178833008,2.312488555908203,-0.11583758145570755,0.3819396197795868,440.0
A4vL.wav,41.0,273.19482421875,0.019854597747325897,17.465694427490234,47.03011703491211,-3.0693814754486084,8.754840850830078,40.0,181.5839385986328,0.016659939661622047,11.613856315612793,31.028884887695312,-2.040081739425659,6.112112998962402,82.0,53.763397216796875,0.0062276022508740425,7.669625282287598,13.47376823425293,-0.5775403380393982,1.1160075664520264,42.0,110.70845794677734,0.013662428595125675,6.602832794189453,17.866491317749023,-1.2437617778778076,4.29149866104126,81.0,44.16450119018555,0.00562721211463213,5.851058006286621,10.452404022216797,-0.45885249972343445,1.0118451118469238,83.0,16.986896514892578,0.0040008267387747765,2.40183162689209,4.17861795425415,-0.19081903994083405,0.35371628403663635,123.0,8.11095142364502,0.004917530342936516,1.6907957792282104,2.1931188106536865,-0.09107902646064758,0.37112361192703247,122.0,7.073465347290039,0.004587296396493912,1.5363659858703613,1.9405192136764526,-0.07942559570074081,0.20295733213424683,39.0,27.29646873474121,0.007326529826968908,1.2191014289855957,3.419889450073242,-0.3066161870956421,2.596065044403076,164.0,7.441856384277344,0.00045667635276913643,0.7751303911209106,1.5128892660140991,-0.08361122757196426,0.1794877052307129,440.0
B3vH.wav,46.0,138.25112915039062,3.532165765762329,21.549991607666016,21.13335418701172,-0.5899459719657898,1.984346628189087,23.0,159.6712646484375,0.4193636476993561,21.51483726501465,26.949077606201172,-0.7066357135772705,1.9002050161361694,45.0,98.60902404785156,2.946169853210449,14.831876754760742,14.848798751831055,-0.4141109585762024,1.4756178855895996,22.0,95.99968719482422,0.28713393211364746,13.075116157531738,16.285144805908203,-0.4212256669998169,1.4504040479660034,24.0,67.99580383300781,0.5861806869506836,8.773399353027344,11.043828010559082,-0.29340994358062744,1.0269616842269897,47.0,46.98194122314453,0.8941748738288879,7.594132900238037,7.2333879470825195,-0.18736036121845245,0.7067391276359558,92.0,43.24232864379883,0.29320475459098816,4.634829044342041,6.933913230895996,-0.19393467903137207,1.0236055850982666,91.0,28.46485710144043,0.07846654206514359,3.374168872833252,4.75633430480957,-0.11407944560050964,0.7005875110626221,69.0,24.159671783447266,0.09159214049577713,2.4248459339141846,3.4075188636779785,-0.10757014900445938,0.4613630175590515,138.0,18.96828842163086,0.013462264090776443,2.0855512619018555,3.2301278114318848,-0.08601092547178268,0.37955114245414734,246.94165062806206
B4vH.wav,92.0,108.6353530883789,0.008069340139627457,10.873902320861816,21.128936767578125,-0.7439998984336853,2.1220619678497314,46.0,144.08889770507812,0.012444091960787773,8.604172706604004,22.102169036865234,-1.0005308389663696,3.3063812255859375,91.0,70.45857238769531,0.006768946535885334,7.68543004989624,14.402209281921387,-0.47143492102622986,1.373558521270752,45.0,61.15178298950195,0.009860404767096043,4.690197944641113,11.35777473449707,-0.4245966672897339,1.3755080699920654,47.0,86.01029968261719,0.008402835577726364,4.013891696929932,11.370431900024414,-0.5972354412078857,2.590925931930542,93.0,44.42902374267578,0.005140755325555801,3.7512800693511963,7.675572395324707,-0.28277117013931274,1.0707087516784668,138.0,24.182050704956055,0.001224191510118544,1.5514744520187378,3.357248067855835,-0.16792240738868713,0.8152576088905334,184.0,18.417673110961914,0.00036599059239961207,1.4700387716293335,3.178551435470581,-0.12170815467834473,0.5390021800994873,137.0,16.098390579223633,0.0009706951095722616,1.0145416259765625,2.2178761959075928,-0.11178763955831528,0.5456526279449463,185.0,11.280097961425781,0.00031969527481123805,0.8650370240211487,1.775406002998352,-0.04011155292391777,0.4751826524734497,493.8833012561241
C3vH.wav,61.0,126.95225524902344,2.735217332839966,10.99980640411377,18.940509796142578,-0.4167143702507019,1.5179535150527954,36.0,60.44176483154297,2.023432970046997,10.017068862915039,10.95202922821045,-0.18711169064044952,0.5187533497810364,37.0,46.29777908325195,1.7514276504516602,8.599516868591309,9.322370529174805,-0.13418801128864288,0.48408493399620056,60.0,111.55286407470703,1.9361813068389893,7.938277721405029,14.14315414428711,-0.34779882431030273,1.750784993171692,12.0,74.2846450805664,0.7245708703994751,6.5879011154174805,12.319886207580566,-0.24630412459373474,0.869232177734375,49.0,32.76041030883789,1.4315133094787598,6.101774215698242,7.134059429168701,-0.09859495609998703,0.4323412775993347,48.0,36.00163650512695,1.281459093093872,5.620589256286621,6.605492115020752,-0.10934766381978989,0.36575838923454285,24.0,67.70600891113281,1.2182459831237793,4.800958156585693,8.951244354248047,-0.22282500565052032,0.8792102336883545,85.0,35.226070404052734,0.06584962457418442,4.800220489501953,5.157079696655273,-0.10738854855298996,0.49996551871299744,73.0,48.67717361450195,0.10066001862287521,4.3038105964660645,8.47026538848877,-0.16227640211582184,0.5372921228408813,130.8127826502993
C3vL.wav,36.0,80.9935531616211,4.075335502624512,17.897489547729492,17.05633544921875,-0.36746829748153687,0.6180674433708191,37.0,66.38563537597656,3.7264676094055176,15.322423934936523,14.460394859313965,-0.2889168858528137,0.5157660245895386,12.0,84.90044403076172,1.7140334844589233,12.358010292053223,16.34742546081543,-0.39693763852119446,1.3464912176132202,61.0,84.30917358398438,1.7622127532958984,10.89191722869873,14.799596786499023,-0.39845749735832214,0.9309480786323547,49.0,41.39356231689453,1.91738760471344,10.561782836914062,9.251580238342285,-0.18218107521533966,0.293302446603775,85.0,44.90302276611328,3.139899492263794,9.958354949951172,7.272071838378906,-0.20472118258476257,0.578930139541626,48.0,41.86572265625,1.9200856685638428,9.783069610595703,8.529034614562988,-0.18442709743976593,0.4247242212295532,73.0,45.86553192138672,2.4414727687835693,8.156800270080566,9.61739730834961,-0.20988163352012634,0.38384461402893066,24.0,113.95792388916016,0.11676816642284393,8.02549934387207,19.84120750427246,-0.5521261096000671,1.6300548315048218,60.0,59.020179748535156,1.3301060199737549,7.866316795349121,10.558501243591309,-0.2770669162273407,0.6444994211196899,130.8127826502993
C4vL.wav,49.0,100.51806640625,0.8032383918762207,14.278943061828613,14.96163272857666,-0.2689085602760315,1.1002048254013062,48.0,102.16881561279297,1.2328011989593506,13.948624610900879,14.73820686340332,-0.28104162216186523,1.1571307182312012,24.0,157.85816955566406,0.23927448689937592,8.563691139221191,18.79253578186035,-0.455231249332428,2.0434610843658447,25.0,103.1133804321289,0.13402852416038513,5.926972389221191,12.72917652130127,-0.28620457649230957,1.6264877319335938,97.0,21.683521270751953,0.27267754077911377,5.744156837463379,5.581348896026611,-0.06155575439333916,0.47798827290534973,98.0,15.52625846862793,0.2716975212097168,3.9447853565216064,3.717892646789551,-0.0439014695584774,0.3266260325908661,73.0,15.002212524414062,0.03784069046378136,3.882601499557495,3.9379193782806396,-0.037770625203847885,0.2839972674846649,23.0,57.359806060791016,0.07296810299158096,3.0267174243927,6.6993842124938965,-0.1464861035346985,1.3324369192123413,50.0,22.282060623168945,0.3244151771068573,3.0157666206359863,3.178191900253296,-0.05893433094024658,0.3093709349632263,47.0,24.980846405029297,0.18045267462730408,2.7067697048187256,2.9848244190216064,-0.06765859574079514,0.3920062184333801,261.6255653005986
C5vH.wav,49.0,237.6577606201172,0.00996723584830761,17.441551208496094,40.092529296875,-1.6277246475219727,5.555059432983398,48.0,242.43609619140625,0.00950811617076397,16.132652282714844,37.91767883300781,-1.6604561805725098,5.567836284637451,50.0,56.33625793457031,0.0056573785841465,4.205916881561279,9.481339454650879,-0.3557239770889282,1.3567185401916504,97.0,14.074892044067383,0.004044175613671541,3.1488075256347656,3.7689743041992188,-0.09542041271924973,0.37628868222236633,47.0,53.062461853027344,0.004734249785542488,3.0094242095947266,7.370725154876709,-0.3634091019630432,1.5071254968643188,96.0,10.579483032226562,0.004009088966995478,1.6694035530090332,2.1674306392669678,-0.07243475317955017,0.29340189695358276,98.0,6.37062406539917,0.004364689812064171,1.5314724445343018,1.8001562356948853,-0.026422321796417236,0.2557120621204376,146.0,12.637534141540527,6.473460234701633e-05,1.27589750289917,2.77956223487854,-0.06033414602279663,0.7885417342185974,145.0,8.805627822875977,4.835122308577411e-05,0.8942449688911438,1.8924466371536255,-0.010830211453139782,0.624647855758667,195.0,8.841204643249512,3.5076393345434553e-08,0.8107660412788391,1.7005375623703003,-0.06055619567632675,0.4860188066959381,523.2511306011972
